,week,region,cases
4040,29,La Canada Flintridge,1238
4041,29,La Habra Heights,136
4042,29,La Mirada,3913
4043,29,La Puente,5367
4044,29,La Verne,1582
4045,29,Lafayette Square,329
4046,29,Lake Balboa,3279
4047,29,Lake Los Angeles,1588
4048,29,Lakeview Terrace,2379
4049,29,Lakewood,4933
4050,29,Lancaster,11788
4051,29,Lawndale,2959
4052,29,Leimert Park,1196
4053,29,Lincoln Heights,4649
4054,29,Little Armenia,1946
4055,29,Little Bangladesh,2060
4056,29,Little Tokyo,298
4057,29,Lomita,911
4058,29,Longwood,481
4059,29,Los Feliz,805
4060,29,Lynwood,13247
4061,29,Malibu,484
4062,29,Manchester Square,534
4063,29,Mandeville Canyon,46
4064,29,Manhattan Beach,1514
4065,29,Mar Vista,1302
4066,29,Marina Peninsula,152
4067,29,Maywood,5535
4068,29,Melrose,7993
4069,29,Mid-city,1367
4070,29,Miracle Mile,693
4071,29,Mission Hills,2724
4072,29,Monrovia,2963
4073,29,Montebello,8979
4074,29,Monterey Park,3317
4075,29,Mt. Washington,1834
4076,29,North Hills,6751
4077,29,North Hollywood,12187
4078,29,Northridge,5348
4079,29,Norwalk,12565
4080,29,Pacific Palisades,618
4081,29,Pacoima,11942
4082,29,Palisades Highlands,107
4083,29,Palmdale,12921
4084,29,Palms,2506
4085,29,Palos Verdes Estates,436
4086,29,Panorama City,10498
4087,29,Paramount,9266
4088,29,Park La Brea,410
4089,29,Pasadena,1430
4090,29,Pico Rivera,9840
4091,29,Pico-Union,8195
4092,29,Playa Del Rey,111
4093,29,Playa Vista,805
4094,29,Pomona,17176
4095,29,Porter Ranch,1292
4096,29,Rancho Palos Verdes,1315
4097,29,Rancho Park,339
4098,29,Redondo Beach,2268
4099,29,Regent Square,131
4100,29,Reseda,8684
4101,29,Reseda Ranch,312
4102,29,Reynier Village,174
4103,29,Rolling Hills,28
4104,29,Rolling Hills Estates,210
4105,29,Rosemead,2935
4106,29,Rowland Heights,2641
4107,29,San Dimas,1914
4108,29,San Fernando,2986
4109,29,San Gabriel,2306
4110,29,San Marino,266
4111,29,San Pedro,10132
4112,29,Santa Clarita,11897
4113,29,Santa Fe Springs,2033
4114,29,Santa Monica,3750
4115,29,Santa Monica Mountains,31218
4116,29,Shadow Hills,186
4117,29,Sherman Oaks,3809
4118,29,Sierra Madre,312
4119,29,Signal Hill,1004
4120,29,Silverlake,2737
4121,29,South Carthay,458
4122,29,South El Monte,4017
4123,29,South Gate,17882
4124,29,South Park,8279
4125,29,South Pasadena,1369
4126,29,South Whittier,6656
4127,29,St Elmo Village,575
4128,29,Stevenson Ranch,942
4129,29,Studio City,1087
4130,29,Sun Valley,5287
4131,29,Sunland,1949
4132,29,Sycamore Square,15
4133,29,Sylmar,12203
4134,29,Tarzana,3000
4135,29,Temple City,2317
4136,29,Temple-Beaudry,5116
4137,29,Thai Town,590
4138,29,Toluca Lake,368
4139,29,Toluca Terrace,94
4140,29,Toluca Woods,69
4141,29,Torrance,5657
4142,29,Tujunga,1551
4143,29,University Hills,242
4144,29,University Park,3265
4145,29,Valinda,5208
4146,29,Valley Glen,2093
4147,29,Valley Village,2407
4148,29,Van Nuys,10724
4149,29,Venice,1006
4150,29,Vermont Knolls,3138
4151,29,Vermont Square,1414
4152,29,Vermont Vista,7464
4153,29,Vernon,106
4154,29,Vernon Central,12356
4155,29,Victoria Park,788
4156,29,View Heights,150
4157,29,Walnut,1074
4158,29,Watts,7104
4159,29,Wellington Square,462
4160,29,West Adams,3751
4161,29,West Covina,11334
4162,29,West Hills,2137
4163,29,West Hollywood,2531
4164,29,West Los Angeles,2308
4165,29,West Vernon,9006
4166,29,West Whittier/Los Nietos,3596
4167,29,Westchester,1697
4168,29,Westlake,11235
4169,29,Westlake Village,104
4170,29,Westwood,1324
4171,29,Whittier,8791
4172,29,Wholesale District,11790
4173,29,Willowbrook,7042
4174,29,Wilmington,6206
4175,29,Wilshire Center,4376
4176,29,Winnetka,4641
4177,29,Woodland Hills,3206
4178,30,Acton,1092
4179,30,Adams-Normandie,1035
4180,30,Agoura Hills,289
4181,30,Alhambra,5396
4182,30,Alsace,1680
4183,30,Altadena,2738
4184,30,Angeles National Forest,14
4185,30,Angelino Heights,287
4186,30,Arcadia,1968
4187,30,Arleta,5694
4188,30,Artesia,1424
4189,30,Atwater Village,993
4190,30,Avalon,77
4191,30,Azusa,8345
4192,30,Baldwin Hills,2767
4193,30,Baldwin Park,12125
4194,30,Bassett,6815
4195,30,Bel Air,397
4196,30,Bell,6921
4197,30,Bell Gardens,8410
4198,30,Bellflower,10582
4199,30,Beverly Crest,513
4200,30,Beverly Hills,3617
4201,30,Beverlywood,710
4202,30,Boyle Heights,19667
4203,30,Bradbury,52
4204,30,Brentwood,1335
4205,30,Brookside,7
4206,30,Burbank,6079
4207,30,Cadillac-Corning,584
4208,30,Calabasas,1287
4209,30,Canoga Park,7997
4210,30,Canyon Country,1124
4211,30,Carson,9769
4212,30,Carthay,1155
4213,30,Castaic,12901
4214,30,Central,10217
4215,30,Century City,622
4216,30,Century Palms/Cove,6927
4217,30,Cerritos,2658
4218,30,Chatsworth,2989
4219,30,Cheviot Hills,318
4220,30,Chinatown,484
4221,30,Claremont,1527
4222,30,Cloverdale/Cochran,1443
4223,30,Commerce,2509
4224,30,Compton,20116
4225,30,Country Club Park,1450
4226,30,Covina,9115
4227,30,Crenshaw District,1335
4228,30,Crestview,986
4229,30,Cudahy,5102
4230,30,Culver City,3136
4231,30,Del Rey,1561
4232,30,Diamond Bar,2394
4233,30,Downey,19219
4234,30,Downtown,3510
4235,30,Duarte,3613
4236,30,Eagle Rock,3046
4237,30,East Hollywood,3073
4238,30,East Los Angeles,27823
4239,30,Echo Park,960
4240,30,El Monte,18948
4241,30,El Segundo,1544
4242,30,El Sereno,5108
4243,30,Elysian Park,433
4244,30,Elysian Valley,1120
4245,30,Encino,2458
4246,30,Exposition,361
4247,30,Exposition Park,5818
4248,30,Faircrest Heights,170
4249,30,Figueroa Park Square,1355
4250,30,Florence-Firestone,28811
4251,30,Gardena,5280
4252,30,Glassell Park,3000
4253,30,Glendale,14536
4254,30,Glendora,5703
4255,30,Gramercy Place,1089
4256,30,Granada Hills,5224
4257,30,Green Meadows,4094
4258,30,Hacienda Heights,4514
4259,30,Hancock Park,1129
4260,30,Harbor City,2321
4261,30,Harbor Gateway,3913
4262,30,Harbor Pines,82
4263,30,Harvard Heights,2604
4264,30,Harvard Park,6974
4265,30,Hawaiian Gardens,2254
4266,30,Hawthorne,11407
4267,30,Hermosa Beach,972
4268,30,Hidden Hills,35
4269,30,Highland Park,4926
4270,30,Historic Filipinotown,1996
4271,30,Hollywood,5336
4272,30,Hollywood Hills,1391
4273,30,Huntington Park,12743
4274,30,Hyde Park,3540
4275,30,Industry,140
4276,30,Inglewood,12009
4277,30,Irwindale,314
4278,30,Jefferson Park,1210
4279,30,Koreatown,5099
4280,30,La Canada Flintridge,1452
4281,30,La Habra Heights,166
4282,30,La Mirada,4417
4283,30,La Puente,6405
4284,30,La Verne,1944
4285,30,Lafayette Square,366
4286,30,Lake Balboa,3863
4287,30,Lake Los Angeles,1845
4288,30,Lakeview Terrace,2651
4289,30,Lakewood,5668
4290,30,Lancaster,13384
4291,30,Lawndale,3538
4292,30,Leimert Park,1419
4293,30,Lincoln Heights,5149
4294,30,Little Armenia,2021
4295,30,Little Bangladesh,2320
4296,30,Little Tokyo,323
4297,30,Lomita,1135
4298,30,Longwood,530
4299,30,Los Feliz,890
4300,30,Lynwood,14964
4301,30,Malibu,507
4302,30,Manchester Square,663
4303,30,Mandeville Canyon,82
4304,30,Manhattan Beach,1683
4305,30,Mar Vista,1504
4306,30,Marina Peninsula,165
4307,30,Maywood,6210
4308,30,Melrose,8849
4309,30,Mid-city,1483
4310,30,Miracle Mile,767
4311,30,Mission Hills,3109
4312,30,Monrovia,3291
4313,30,Montebello,10178
4314,30,Monterey Park,3783
4315,30,Mt. Washington,2209
4316,30,North Hills,7675
4317,30,North Hollywood,14046
4318,30,Northridge,6094
4319,30,Norwalk,14532
4320,30,Pacific Palisades,645
4321,30,Pacoima,13722
4322,30,Palisades Highlands,124
4323,30,Palmdale,14866
4324,30,Palms,2706
4325,30,Palos Verdes Estates,459
4326,30,Panorama City,11820
4327,30,Paramount,10732
4328,30,Park La Brea,461
4329,30,Pasadena,10867
4330,30,Pico Rivera,11113
4331,30,Pico-Union,9028
4332,30,Playa Del Rey,114
4333,30,Playa Vista,949
4334,30,Pomona,20780
4335,30,Porter Ranch,1478
4336,30,Rancho Palos Verdes,1445
4337,30,Rancho Park,399
4338,30,Redondo Beach,2530
4339,30,Regent Square,147
4340,30,Reseda,9729
4341,30,Reseda Ranch,414
4342,30,Reynier Village,187
4343,30,Rolling Hills,32
4344,30,Rolling Hills Estates,210
4345,30,Rosemead,3403
4346,30,Rowland Heights,2937
4347,30,San Dimas,2256
4348,30,San Fernando,3604
4349,30,San Gabriel,2546
4350,30,San Marino,309
4351,30,San Pedro,10707
4352,30,Santa Clarita,13279
4353,30,Santa Fe Springs,2287
4354,30,Santa Monica,4018
4355,30,Santa Monica Mountains,33384
4356,30,Shadow Hills,208
4357,30,Sherman Oaks,4349
4358,30,Sierra Madre,324
4359,30,Signal Hill,1123
4360,30,Silverlake,2993
4361,30,South Carthay,524
4362,30,South El Monte,4659
4363,30,South Gate,20502
4364,30,South Park,9317
4365,30,South Pasadena,1440
4366,30,South Whittier,7661
4367,30,St Elmo Village,665
4368,30,Stevenson Ranch,1047
4369,30,Studio City,1203
4370,30,Sun Valley,5950
4371,30,Sunland,2122
4372,30,Sycamore Square,26
4373,30,Sylmar,13749
4374,30,Tarzana,3223
4375,30,Temple City,2580
4376,30,Temple-Beaudry,5750
4377,30,Thai Town,671
4378,30,Toluca Lake,479
4379,30,Toluca Terrace,116
4380,30,Toluca Woods,77
4381,30,Torrance,6397
4382,30,Tujunga,1718
4383,30,University Hills,293
4384,30,University Park,3611
4385,30,Valinda,6331
4386,30,Valley Glen,2323
4387,30,Valley Village,2590
4388,30,Van Nuys,11796
4389,30,Venice,1215
4390,30,Vermont Knolls,3460
4391,30,Vermont Square,1567
4392,30,Vermont Vista,8488
4393,30,Vernon,102
4394,30,Vernon Central,13793
4395,30,Victoria Park,885
4396,30,View Heights,162
4397,30,Walnut,1240
4398,30,Watts,8116
4399,30,Wellington Square,536
4400,30,West Adams,4139
4401,30,West Covina,12961
4402,30,West Hills,2458
4403,30,West Hollywood,2801
4404,30,West Los Angeles,2586
4405,30,West Vernon,10200
4406,30,West Whittier/Los Nietos,4200
4407,30,Westchester,1836
4408,30,Westlake,12305
4409,30,Westlake Village,140
4410,30,Westwood,1511
4411,30,Whittier,10268
4412,30,Wholesale District,12620
4413,30,Willowbrook,8088
4414,30,Wilmington,7170
4415,30,Wilshire Center,4941
4416,30,Winnetka,5360
4417,30,Woodland Hills,3899
4418,31,Acton,1330
4419,31,Adams-Normandie,1145
4420,31,Agoura Hills,768
4421,31,Alhambra,6198
4422,31,Alsace,1834
4423,31,Altadena,3109
4424,31,Angeles National Forest,14
4425,31,Angelino Heights,327
4426,31,Arcadia,2178
4427,31,Arleta,6612
4428,31,Artesia,1588
4429,31,Atwater Village,1113
4430,31,Avalon,81
4431,31,Azusa,9632
4432,31,Baldwin Hills,3006
4433,31,Baldwin Park,13627
4434,31,Bassett,7495
4435,31,Bel Air,402
4436,31,Bell,7663
4437,31,Bell Gardens,9396
4438,31,Bellflower,11584
4439,31,Beverly Crest,571
4440,31,Beverly Hills,3743
4441,31,Beverlywood,774
4442,31,Boyle Heights,21990
4443,31,Bradbury,85
4444,31,Brentwood,1456
4445,31,Brookside,7
4446,31,Burbank,6793
4447,31,Cadillac-Corning,648
4448,31,Calabasas,1388
4449,31,Canoga Park,8918
4450,31,Canyon Country,1242
4451,31,Carson,10903
4452,31,Carthay,1182
4453,31,Castaic,12992
4454,31,Central,11088
4455,31,Century City,643
4456,31,Century Palms/Cove,7645
4457,31,Cerritos,2913
4458,31,Chatsworth,3363
4459,31,Cheviot Hills,325
4460,31,Chinatown,562
4461,31,Claremont,1727
4462,31,Cloverdale/Cochran,1577
4463,31,Commerce,2759
4464,31,Compton,22727
4465,31,Country Club Park,1529
4466,31,Covina,10210
4467,31,Crenshaw District,1552
4468,31,Crestview,1019
4469,31,Cudahy,5580
4470,31,Culver City,3360
4471,31,Del Rey,1725
4472,31,Diamond Bar,2614
4473,31,Downey,20643
4474,31,Downtown,3767
4475,31,Duarte,4033
4476,31,Eagle Rock,3277
4477,31,East Hollywood,3354
4478,31,East Los Angeles,31125
4479,31,Echo Park,1091
4480,31,El Monte,21277
4481,31,El Segundo,1680
4482,31,El Sereno,5775
4483,31,Elysian Park,496
4484,31,Elysian Valley,1219
4485,31,Encino,2660
4486,31,Exposition,393
4487,31,Exposition Park,6441
4488,31,Faircrest Heights,183
4489,31,Figueroa Park Square,1573
4490,31,Florence-Firestone,32337
4491,31,Gardena,5858
4492,31,Glassell Park,3399
4493,31,Glendale,16136
4494,31,Glendora,6355
4495,31,Gramercy Place,1214
4496,31,Granada Hills,5723
4497,31,Green Meadows,4700
4498,31,Hacienda Heights,4989
4499,31,Hancock Park,1190
4500,31,Harbor City,2452
4501,31,Harbor Gateway,4433
4502,31,Harbor Pines,94
4503,31,Harvard Heights,2845
4504,31,Harvard Park,7931
4505,31,Hawaiian Gardens,2526
4506,31,Hawthorne,12989
4507,31,Hermosa Beach,1018
4508,31,Hidden Hills,35
4509,31,Highland Park,5438
4510,31,Historic Filipinotown,2209
4511,31,Hollywood,5924
4512,31,Hollywood Hills,1526
4513,31,Huntington Park,14138
4514,31,Hyde Park,3920
4515,31,Industry,161
4516,31,Inglewood,13545
4517,31,Irwindale,356
4518,31,Jefferson Park,1338
4519,31,Koreatown,5764
4520,31,La Canada Flintridge,1663
4521,31,La Habra Heights,187
4522,31,La Mirada,4767
4523,31,La Puente,7241
4524,31,La Verne,2277
4525,31,Lafayette Square,418
4526,31,Lake Balboa,4598
4527,31,Lake Los Angeles,2108
4528,31,Lakeview Terrace,2816
4529,31,Lakewood,6181
4530,31,Lancaster,15007
4531,31,Lawndale,3893
4532,31,Leimert Park,1569
4533,31,Lincoln Heights,5621
4534,31,Little Armenia,2173
4535,31,Little Bangladesh,2514
4536,31,Little Tokyo,360
4537,31,Lomita,1208
4538,31,Longwood,615
4539,31,Los Feliz,989
4540,31,Lynwood,16618
4541,31,Malibu,520
4542,31,Manchester Square,817
4543,31,Mandeville Canyon,114
4544,31,Manhattan Beach,1820
4545,31,Mar Vista,1638
4546,31,Marina Peninsula,187
4547,31,Maywood,6911
4548,31,Melrose,9830
4549,31,Mid-city,1600
4550,31,Miracle Mile,852
4551,31,Mission Hills,3524
4552,31,Monrovia,3650
4553,31,Montebello,11190
4554,31,Monterey Park,4319
4555,31,Mt. Washington,2613
4556,31,North Hills,8569
4557,31,North Hollywood,16059
4558,31,Northridge,6841
4559,31,Norwalk,16149
4560,31,Pacific Palisades,681
4561,31,Pacoima,15679
4562,31,Palisades Highlands,126
4563,31,Palmdale,17205
4564,31,Palms,2913
4565,31,Palos Verdes Estates,505
4566,31,Panorama City,13088
4567,31,Paramount,11796
4568,31,Park La Brea,558
4569,31,Pasadena,15657
4570,31,Pico Rivera,11955
4571,31,Pico-Union,9734
4572,31,Playa Del Rey,131
4573,31,Playa Vista,1077
4574,31,Pomona,24555
4575,31,Porter Ranch,1624
4576,31,Rancho Palos Verdes,1540
4577,31,Rancho Park,415
4578,31,Redondo Beach,2705
4579,31,Regent Square,147
4580,31,Reseda,10812
4581,31,Reseda Ranch,532
4582,31,Reynier Village,190
4583,31,Rolling Hills,35
4584,31,Rolling Hills Estates,217
4585,31,Rosemead,3979
4586,31,Rowland Heights,3234
4587,31,San Dimas,2484
4588,31,San Fernando,4166
4589,31,San Gabriel,2835
4590,31,San Marino,370
4591,31,San Pedro,11215
4592,31,Santa Clarita,14799
4593,31,Santa Fe Springs,2470
4594,31,Santa Monica,4365
4595,31,Santa Monica Mountains,33120
4596,31,Shadow Hills,244
4597,31,Sherman Oaks,4908
4598,31,Sierra Madre,367
4599,31,Signal Hill,1249
4600,31,Silverlake,3223
4601,31,South Carthay,561
4602,31,South El Monte,5275
4603,31,South Gate,22596
4604,31,South Park,10312
4605,31,South Pasadena,1504
4606,31,South Whittier,8461
4607,31,St Elmo Village,724
4608,31,Stevenson Ranch,1187
4609,31,Studio City,1302
4610,31,Sun Valley,6784
4611,31,Sunland,2289
4612,31,Sycamore Square,28
4613,31,Sylmar,15438
4614,31,Tarzana,3402
4615,31,Temple City,2758
4616,31,Temple-Beaudry,6318
4617,31,Thai Town,738
4618,31,Toluca Lake,536
4619,31,Toluca Terrace,118
4620,31,Toluca Woods,90
4621,31,Torrance,7047
4622,31,Tujunga,1889
4623,31,University Hills,307
4624,31,University Park,3896
4625,31,Valinda,7151
4626,31,Valley Glen,2677
4627,31,Valley Village,2745
4628,31,Van Nuys,13218
4629,31,Venice,1394
4630,31,Vermont Knolls,3708
4631,31,Vermont Square,1724
4632,31,Vermont Vista,9449
4633,31,Vernon,60
4634,31,Vernon Central,15142
4635,31,Victoria Park,994
4636,31,View Heights,205
4637,31,Walnut,1389
4638,31,Watts,9167
4639,31,Wellington Square,615
4640,31,West Adams,4539
4641,31,West Covina,14494
4642,31,West Hills,2732
4643,31,West Hollywood,2963
4644,31,West Los Angeles,2816
4645,31,West Vernon,11321
4646,31,West Whittier/Los Nietos,4664
4647,31,Westchester,1992
4648,31,Westlake,13230
4649,31,Westlake Village,154
4650,31,Westwood,1682
4651,31,Whittier,11330
4652,31,Wholesale District,13226
4653,31,Willowbrook,9020
4654,31,Wilmington,8029
4655,31,Wilshire Center,5626
4656,31,Winnetka,5978
4657,31,Woodland Hills,4367
4658,32,Acton,1540
4659,32,Adams-Normandie,1282
4660,32,Agoura Hills,853
4661,32,Alhambra,6785
4662,32,Alsace,1956
4663,32,Altadena,3455
4664,32,Angeles National Forest,14
4665,32,Angelino Heights,371
4666,32,Arcadia,2503
4667,32,Arleta,7417
4668,32,Artesia,1711
4669,32,Atwater Village,1197
4670,32,Avalon,102
4671,32,Azusa,10557
4672,32,Baldwin Hills,3358
4673,32,Baldwin Park,14980
4674,32,Bassett,7940
4675,32,Bel Air,424
4676,32,Bell,8460
4677,32,Bell Gardens,10228
4678,32,Bellflower,12512
4679,32,Beverly Crest,615
4680,32,Beverly Hills,3844
4681,32,Beverlywood,844
4682,32,Boyle Heights,24022
4683,32,Bradbury,91
4684,32,Brentwood,1529
4685,32,Brookside,18
4686,32,Burbank,7443
4687,32,Cadillac-Corning,666
4688,32,Calabasas,1462
4689,32,Canoga Park,9655
4690,32,Canyon Country,1378
4691,32,Carson,12068
4692,32,Carthay,1244
4693,32,Castaic,13057
4694,32,Central,11891
4695,32,Century City,668
4696,32,Century Palms/Cove,8397
4697,32,Cerritos,3100
4698,32,Chatsworth,3620
4699,32,Cheviot Hills,351
4700,32,Chinatown,618
4701,32,Claremont,1907
4702,32,Cloverdale/Cochran,1671
4703,32,Commerce,3029
4704,32,Compton,24890
4705,32,Country Club Park,1639
4706,32,Covina,11056
4707,32,Crenshaw District,1724
4708,32,Crestview,1068
4709,32,Cudahy,6037
4710,32,Culver City,3568
4711,32,Del Rey,1909
4712,32,Diamond Bar,2891
4713,32,Downey,22058
4714,32,Downtown,4008
4715,32,Duarte,4330
4716,32,Eagle Rock,3545
4717,32,East Hollywood,3599
4718,32,East Los Angeles,34179
4719,32,Echo Park,1220
4720,32,El Monte,23501
4721,32,El Segundo,1774
4722,32,El Sereno,6434
4723,32,Elysian Park,554
4724,32,Elysian Valley,1413
4725,32,Encino,2862
4726,32,Exposition,436
4727,32,Exposition Park,7037
4728,32,Faircrest Heights,182
4729,32,Figueroa Park Square,1768
4730,32,Florence-Firestone,35298
4731,32,Gardena,6400
4732,32,Glassell Park,3687
4733,32,Glendale,17679
4734,32,Glendora,7059
4735,32,Gramercy Place,1327
4736,32,Granada Hills,6251
4737,32,Green Meadows,5189
4738,32,Hacienda Heights,5378
4739,32,Hancock Park,1239
4740,32,Harbor City,2640
4741,32,Harbor Gateway,5051
4742,32,Harbor Pines,105
4743,32,Harvard Heights,3151
4744,32,Harvard Park,8839
4745,32,Hawaiian Gardens,2792
4746,32,Hawthorne,14381
4747,32,Hermosa Beach,1086
4748,32,Hidden Hills,41
4749,32,Highland Park,5995
4750,32,Historic Filipinotown,2407
4751,32,Hollywood,6366
4752,32,Hollywood Hills,1628
4753,32,Huntington Park,15440
4754,32,Hyde Park,4309
4755,32,Industry,188
4756,32,Inglewood,15017
4757,32,Irwindale,380
4758,32,Jefferson Park,1456
4759,32,Koreatown,6303
4760,32,La Canada Flintridge,1767
4761,32,La Habra Heights,209
4762,32,La Mirada,5121
4763,32,La Puente,7865
4764,32,La Verne,2535
4765,32,Lafayette Square,478
4766,32,Lake Balboa,5143
4767,32,Lake Los Angeles,2371
4768,32,Lakeview Terrace,3095
4769,32,Lakewood,6648
4770,32,Lancaster,16834
4771,32,Lawndale,4293
4772,32,Leimert Park,1684
4773,32,Lincoln Heights,6033
4774,32,Little Armenia,2342
4775,32,Little Bangladesh,2732
4776,32,Little Tokyo,380
4777,32,Lomita,1326
4778,32,Longwood,677
4779,32,Los Feliz,1066
4780,32,Lynwood,17823
4781,32,Malibu,584
4782,32,Manchester Square,944
4783,32,Mandeville Canyon,126
4784,32,Manhattan Beach,1927
4785,32,Mar Vista,1762
4786,32,Marina Peninsula,190
4787,32,Maywood,7524
4788,32,Melrose,10532
4789,32,Mid-city,1720
4790,32,Miracle Mile,920
4791,32,Mission Hills,3956
4792,32,Monrovia,3927
4793,32,Montebello,12067
4794,32,Monterey Park,4733
4795,32,Mt. Washington,2944
4796,32,North Hills,9402
4797,32,North Hollywood,18123
4798,32,Northridge,7413
4799,32,Norwalk,17479
4800,32,Pacific Palisades,704
4801,32,Pacoima,17702
4802,32,Palisades Highlands,130
4803,32,Palmdale,19848
4804,32,Palms,3106
4805,32,Palos Verdes Estates,528
4806,32,Panorama City,14598
4807,32,Paramount,12839
4808,32,Park La Brea,598
4809,32,Pasadena,16542
4810,32,Pico Rivera,12774
4811,32,Pico-Union,10325
4812,32,Playa Del Rey,140
4813,32,Playa Vista,1192
4814,32,Pomona,27989
4815,32,Porter Ranch,1772
4816,32,Rancho Palos Verdes,1629
4817,32,Rancho Park,427
4818,32,Redondo Beach,3022
4819,32,Regent Square,156
4820,32,Reseda,11785
4821,32,Reseda Ranch,596
4822,32,Reynier Village,199
4823,32,Rolling Hills,35
4824,32,Rolling Hills Estates,220
4825,32,Rosemead,4433
4826,32,Rowland Heights,3515
4827,32,San Dimas,2735
4828,32,San Fernando,4636
4829,32,San Gabriel,3067
4830,32,San Marino,418
4831,32,San Pedro,11796
4832,32,Santa Clarita,16300
4833,32,Santa Fe Springs,2773
4834,32,Santa Monica,4672
4835,32,Santa Monica Mountains,32517
4836,32,Shadow Hills,300
4837,32,Sherman Oaks,5407
4838,32,Sierra Madre,415
4839,32,Signal Hill,1365
4840,32,Silverlake,3519
4841,32,South Carthay,620
4842,32,South El Monte,5792
4843,32,South Gate,24640
4844,32,South Park,11270
4845,32,South Pasadena,1578
4846,32,South Whittier,9369
4847,32,St Elmo Village,776
4848,32,Stevenson Ranch,1295
4849,32,Studio City,1369
4850,32,Sun Valley,7762
4851,32,Sunland,2443
4852,32,Sycamore Square,31
4853,32,Sylmar,17119
4854,32,Tarzana,3549
4855,32,Temple City,2926
4856,32,Temple-Beaudry,6760
4857,32,Thai Town,832
4858,32,Toluca Lake,585
4859,32,Toluca Terrace,119
4860,32,Toluca Woods,98
4861,32,Torrance,7665
4862,32,Tujunga,2072
4863,32,University Hills,319
4864,32,University Park,4226
4865,32,Valinda,7789
4866,32,Valley Glen,3008
4867,32,Valley Village,2864
4868,32,Van Nuys,14646
4869,32,Venice,1508
4870,32,Vermont Knolls,4033
4871,32,Vermont Square,1879
4872,32,Vermont Vista,10319
4873,32,Vernon,63
4874,32,Vernon Central,16564
4875,32,Victoria Park,1146
4876,32,View Heights,245
4877,32,Walnut,1493
4878,32,Watts,10013
4879,32,Wellington Square,655
4880,32,West Adams,4957
4881,32,West Covina,15539
4882,32,West Hills,2945
4883,32,West Hollywood,3095
4884,32,West Los Angeles,3038
4885,32,West Vernon,12341
4886,32,West Whittier/Los Nietos,5079
4887,32,Westchester,2133
4888,32,Westlake,14081
4889,32,Westlake Village,156
4890,32,Westwood,1859
4891,32,Whittier,12194
4892,32,Wholesale District,13769
4893,32,Willowbrook,9860
4894,32,Wilmington,8936
4895,32,Wilshire Center,6170
4896,32,Winnetka,6596
4897,32,Woodland Hills,4717
4898,33,Acton,1738
4899,33,Adams-Normandie,1475
4900,33,Agoura Hills,892
4901,33,Alhambra,7188
4902,33,Alsace,2049
4903,33,Altadena,3674
4904,33,Angeles National Forest,14
4905,33,Angelino Heights,385
4906,33,Arcadia,2767
4907,33,Arleta,8072
4908,33,Artesia,1828
4909,33,Atwater Village,1316
4910,33,Avalon,149
4911,33,Azusa,11392
4912,33,Baldwin Hills,3641
4913,33,Baldwin Park,16425
4914,33,Bassett,8581
4915,33,Bel Air,433
4916,33,Bell,9221
4917,33,Bell Gardens,11136
4918,33,Bellflower,13591
4919,33,Beverly Crest,645
4920,33,Beverly Hills,3992
4921,33,Beverlywood,896
4922,33,Boyle Heights,25642
4923,33,Bradbury,91
4924,33,Brentwood,1588
4925,33,Brookside,21
4926,33,Burbank,7949
4927,33,Cadillac-Corning,721
4928,33,Calabasas,1516
4929,33,Canoga Park,10465
4930,33,Canyon Country,1556
4931,33,Carson,12964
4932,33,Carthay,1302
4933,33,Castaic,13119
4934,33,Central,12504
4935,33,Century City,707
4936,33,Century Palms/Cove,8946
4937,33,Cerritos,3347
4938,33,Chatsworth,3896
4939,33,Cheviot Hills,403
4940,33,Chinatown,674
4941,33,Claremont,2158
4942,33,Cloverdale/Cochran,1749
4943,33,Commerce,3285
4944,33,Compton,26894
4945,33,Country Club Park,1784
4946,33,Covina,11995
4947,33,Crenshaw District,1823
4948,33,Crestview,1146
4949,33,Cudahy,6460
4950,33,Culver City,3810
4951,33,Del Rey,2056
4952,33,Diamond Bar,3123
4953,33,Downey,23474
4954,33,Downtown,4251
4955,33,Duarte,4638
4956,33,Eagle Rock,3799
4957,33,East Hollywood,3729
4958,33,East Los Angeles,36831
4959,33,Echo Park,1308
4960,33,El Monte,25674
4961,33,El Segundo,1898
4962,33,El Sereno,6982
4963,33,Elysian Park,587
4964,33,Elysian Valley,1534
4965,33,Encino,3102
4966,33,Exposition,476
4967,33,Exposition Park,7588
4968,33,Faircrest Heights,182
4969,33,Figueroa Park Square,1894
4970,33,Florence-Firestone,37762
4971,33,Gardena,6877
4972,33,Glassell Park,3935
4973,33,Glendale,18899
4974,33,Glendora,7499
4975,33,Gramercy Place,1420
4976,33,Granada Hills,6786
4977,33,Green Meadows,5581
4978,33,Hacienda Heights,5759
4979,33,Hancock Park,1299
4980,33,Harbor City,2833
4981,33,Harbor Gateway,5472
4982,33,Harbor Pines,119
4983,33,Harvard Heights,3329
4984,33,Harvard Park,9409
4985,33,Hawaiian Gardens,3043
4986,33,Hawthorne,15702
4987,33,Hermosa Beach,1198
4988,33,Hidden Hills,45
4989,33,Highland Park,6364
4990,33,Historic Filipinotown,2534
4991,33,Hollywood,6748
4992,33,Hollywood Hills,1689
4993,33,Huntington Park,16598
4994,33,Hyde Park,4683
4995,33,Industry,202
4996,33,Inglewood,16517
4997,33,Irwindale,418
4998,33,Jefferson Park,1552
4999,33,Koreatown,6725
5000,33,La Canada Flintridge,1886
5001,33,La Habra Heights,218
